(1,0.5844717751662741)
(2,0.529735134917746)
(3,0.5162162306040292)
(4,0.5078750633672818)
(5,0.5010241583203426)
(6,0.4956578971320781)
(7,0.49056567421505354)
(8,0.48343756655759407)
(9,0.47144563313127574)
(10,0.4695568438324001)
(11,0.4467382882277015)
(12,0.44112326381557143)
(13,0.4313920867933432)
(14,0.4255736639171484)
(15,0.40755379896127514)
(16,0.39413423242268536)
(17,0.38882575289379323)
(18,0.377547713286165)
(19,0.3750375422715371)
(20,0.3718183962719926)
(21,0.3630509211521117)
(22,0.35607303574583915)
(23,0.3536895652462077)
(24,0.3451612766642219)
(25,0.33902930949343574)
(26,0.33448284181395954)
(27,0.32831045551247834)
(28,0.3225772032368928)
(29,0.3187197621674788)
(30,0.31480769131679115)
(31,0.31115394028694454)
(32,0.3067414798306386)
(33,0.3060055230828511)
(34,0.3025921282164863)
(35,0.29942599622903104)
(36,0.297893321109104)
(37,0.29691402229541475)
(38,0.29659606569112246)
(39,0.29601771610833477)
(40,0.29455020150105626)
(41,0.29376009751927834)
(42,0.29345891204689695)
(43,0.29318630947808133)
(44,0.29140700294058125)
(45,0.2899996358645829)
(46,0.2895438070947549)
(47,0.28941699725136594)
(48,0.28896498183553476)
(49,0.28822785902579073)
(50,0.28807370304081703)
(51,0.28753493008808223)
(52,0.28732526054188334)
(53,0.28692088341160327)
(54,0.28669034800792376)
(55,0.2863639977323486)
(56,0.2857406209810683)
(57,0.28547527838746556)
(58,0.28517144070282324)
(59,0.2842819063624122)
(60,0.28363748791548893)
(61,0.28335146478530393)
(62,0.2832549035854739)
(63,0.2832073547080792)
(64,0.2827787376702119)
(65,0.28269118971377477)
(66,0.282651646077132)
(67,0.2825603524960695)
(68,0.28240421360936385)
(69,0.28230300789155294)
(70,0.28229181183153357)
(71,0.2822842022949899)
(72,0.2822563115805823)
(73,0.2822194377569555)
(74,0.2821455876944847)
(75,0.28198197577930056)
(76,0.2818983926661607)
(77,0.2817044477218338)
(78,0.28167945746409384)
(79,0.28152844056493037)
(80,0.281388093186008)
(81,0.2813290703153924)
(82,0.28126944976701657)
(83,0.28107518749806604)
(84,0.28103201890924323)
(85,0.2808435786566353)
(86,0.28032911862427856)
(87,0.2799672715619012)
(88,0.27987864885159863)
(89,0.279832034317161)
(90,0.2797256440362045)
(91,0.2795000449104444)
(92,0.27932289054280846)
(93,0.2791906049449843)
(94,0.2791177222126708)
(95,0.27889175124766163)
(96,0.27882849794968184)
(97,0.2787290836805011)
(98,0.27866426185152915)
(99,0.2785913210829599)
(100,0.278308593672912)

Validation:
(1,0.5564280674235331)
(2,0.5180566622007693)
(3,0.5105036807944566)
(4,0.5068982505780503)
(5,0.5027906438646939)
(6,0.5003081990867589)
(7,0.4976417160329542)
(8,0.4919013571586148)
(9,0.48256575292751)
(10,0.4910792744859599)
(11,0.4661161769971818)
(12,0.46021317563056496)
(13,0.45183391047961463)
(14,0.4491260032742181)
(15,0.43169174598205456)
(16,0.41660107028444204)
(17,0.4159724207427239)
(18,0.4013537909340903)
(19,0.3990548885962604)
(20,0.3974055742311152)
(21,0.3876798664244871)
(22,0.38136490911615717)
(23,0.37641231345434695)
(24,0.3732539043072678)
(25,0.37073355131936236)
(26,0.37216981306447044)
(27,0.36037925075410027)
(28,0.35758583115107945)
(29,0.3547712215703729)
(30,0.35288046552806335)
(31,0.34873325278962336)
(32,0.3455692754052648)
(33,0.33746578430347673)
(34,0.3339194281891768)
(35,0.3361921843037021)
(36,0.3356799657349901)
(37,0.3345447779329439)
(38,0.331778984203471)
(39,0.33004753590412095)
(40,0.33085945703704817)
(41,0.33130531319841505)
(42,0.331783178709837)
(43,0.3353395327105356)
(44,0.3365494770033853)
(45,0.336327475119447)
(46,0.3358963809147246)
(47,0.3367409571732344)
(48,0.3357903361521048)
(49,0.3355326438289896)
(50,0.3352698679522731)
(51,0.3347713331396888)
(52,0.33487435602197135)
(53,0.33455740751289575)
(54,0.3337140913841701)
(55,0.3328867069414169)
(56,0.33349687556556007)
(57,0.3334005727276015)
(58,0.3327970191664363)
(59,0.3344991501178657)
(60,0.3341124801462611)
(61,0.3342237216809093)
(62,0.3339557244629946)
(63,0.3324872555793839)
(64,0.33255333192117575)
(65,0.3324143896686738)
(66,0.3315952816930224)
(67,0.33099248775686213)
(68,0.33083634498096276)
(69,0.33076972921489245)
(70,0.330563235831247)
(71,0.3303007090970181)
(72,0.33031993775190815)
(73,0.33049534139519543)
(74,0.3302565599133897)
(75,0.3312451332040747)
(76,0.33195888433802234)
(77,0.3317259131644848)
(78,0.33185260284234946)
(79,0.33161779721907886)
(80,0.3322209244637316)
(81,0.3323894873629332)
(82,0.3335543495488469)
(83,0.3313744149585759)
(84,0.33130545682912)
(85,0.3317670082646594)
(86,0.33287156741657203)
(87,0.3328338142904112)
(88,0.3325500739646171)
(89,0.3326000090437701)
(90,0.33272242853308825)
(91,0.3327700133256987)
(92,0.33261196564350765)
(93,0.33268548038006274)
(94,0.3329503657726322)
(95,0.33282654763622804)
(96,0.3329681040909904)
(97,0.33322542245893244)
(98,0.3336309060574841)
(99,0.33378494724789876)
(100,0.3338128113068398)
