(1,1.3059068509953784)
(2,0.9213955939896413)
(3,0.7774261645305516)
(4,0.7009024961333092)
(5,0.6465116422389966)
(6,0.5978001064486332)
(7,0.5488874113962621)
(8,0.49939704067552343)
(9,0.4460482221538525)
(10,0.3863912879137177)
(11,0.3311881177616366)
(12,0.28109628443039103)
(13,0.2430752495299402)
(14,0.21793403956878432)
(15,0.21135636919881548)
(16,0.1957011097080019)
(17,0.17899892223417083)
(18,0.1654702216519126)
(19,0.17233415489544773)
(20,0.15723156052950815)
(21,0.14434101066600777)
(22,0.12601002555516405)
(23,0.11868711757679343)
(24,0.11359916089420914)
(25,0.1082523645356394)
(26,0.10752075123470439)
(27,0.10146431708184625)
(28,0.0951294906126594)
(29,0.08839548163088244)
(30,0.08810259773461113)
(31,0.08045646385435741)
(32,0.07441807594301761)
(33,0.0709349710170283)
(34,0.06989007856430714)
(35,0.06707431234086217)
(36,0.06700177712748423)
(37,0.06391935584322943)
(38,0.06353110729708461)
(39,0.062212820156120195)
(40,0.06149545363127131)
(41,0.06016784786807295)
(42,0.05935563003832565)
(43,0.058916157911007586)
(44,0.05882311990401462)
(45,0.05833149725255115)
(46,0.0579634734284706)
(47,0.0570723654349784)
(48,0.05635439145680401)
(49,0.056467162549310404)
(50,0.05582527218968979)
(51,0.05534089923126159)
(52,0.05487324322731997)
(53,0.05464068051578583)
(54,0.054315419659987846)
(55,0.05399666710519379)
(56,0.05361300517405635)
(57,0.05356415999231581)
(58,0.05325822661224711)
(59,0.05314884283836519)
(60,0.05270848682773112)
(61,0.05238787350259098)
(62,0.05218656075212679)
(63,0.05192957947287336)
(64,0.05181926392033029)
(65,0.051779355550518026)
(66,0.05161792068356599)
(67,0.05141887381654985)
(68,0.05126621995610814)
(69,0.051170371520091046)
(70,0.0510515131703712)
(71,0.050936623957945716)
(72,0.05087012828188347)
(73,0.05078157464874093)
(74,0.05074658231474928)
(75,0.0505452176037834)
(76,0.05053600430931987)
(77,0.050394395734618014)
(78,0.050454696500000784)
(79,0.050424795801099785)
(80,0.05048865937177299)
(81,0.049995802314605146)
(82,0.0502237889217293)
(83,0.049917332310850035)
(84,0.04980044130693996)
(85,0.0496673363177643)
(86,0.049438065548449525)
(87,0.04933335978228541)
(88,0.04926609056579339)
(89,0.04919305896059542)
(90,0.049089908920179434)
(91,0.04905783370070216)
(92,0.04901390386018698)
(93,0.04896761673526721)
(94,0.04884427437042728)
(95,0.048743619244781926)
(96,0.04870896828884589)
(97,0.048675026834756926)
(98,0.04867636924137715)
(99,0.048517711195673795)
(100,0.048445036390772224)
(101,0.04841011876415749)
(102,0.04839301559052857)
(103,0.048241730941668476)
(104,0.04820767754213949)
(105,0.048190429268272626)
(106,0.048055040466588615)
(107,0.04805118884230166)
(108,0.04796564172209673)
(109,0.04790339574860323)
(110,0.047868489009812096)
(111,0.04781076773597416)
(112,0.047782302813955804)
(113,0.04771491343252951)
(114,0.047700332380799584)
(115,0.0476760423295245)
(116,0.04764440452216114)
(117,0.04761749006660855)
(118,0.04753590118997524)
(119,0.04747008453843655)
(120,0.047450865732657846)
(121,0.047415778817568414)
(122,0.047339709972744684)
(123,0.04732465675732337)
(124,0.04725583621723019)
(125,0.0471784412427707)
(126,0.04712503752182221)
(127,0.047081917668696495)
(128,0.04704154503640946)
(129,0.04701026406285281)
(130,0.04696939548792437)
(131,0.04695512029630355)
(132,0.04693179146486664)
(133,0.04685523529032997)
(134,0.04677253701766379)
(135,0.04674950843064931)
(136,0.04675146796582171)
(137,0.04662238393546645)
(138,0.046704379585303234)
(139,0.04653062823709154)
(140,0.04648884864805203)
(141,0.04655991771998711)
(142,0.046320549375515545)
(143,0.046209714063803704)
(144,0.04626028810902896)
(145,0.04618332619915401)
(146,0.04611837077880347)
(147,0.046022744305256685)
(148,0.046017221632425755)
(149,0.04595476548533676)
(150,0.045893063667569504)
(151,0.04583133903744766)
(152,0.0457972074011923)
(153,0.04576276322211536)
(154,0.045754376619670474)
(155,0.045648462659437394)
(156,0.04558968318330831)
(157,0.04560309251288523)
(158,0.04560614271667381)
(159,0.04549878744866888)
(160,0.04547226686456698)
(161,0.04544517223250185)
(162,0.04540695247987742)
(163,0.04535067991886202)
(164,0.04530585302765647)
(165,0.04536733126847814)
(166,0.04529448123904709)
(167,0.04522579361649931)
(168,0.04513740131313071)
(169,0.04507705115160921)
(170,0.04503505995862941)
(171,0.045026823096443847)
(172,0.044994902733063134)
(173,0.04494056821171698)
(174,0.04492657231994573)
(175,0.04489749103766572)
(176,0.044879866218227135)
(177,0.044794201539312954)
(178,0.04471825026965807)
(179,0.044700496997870084)
(180,0.04468495259418572)
(181,0.044646167324630094)
(182,0.044615105349132746)
(183,0.044535303734849215)
(184,0.04443851549523122)
(185,0.04438649093792092)
(186,0.0443454749306919)
(187,0.044260291063903445)
(188,0.044187646075605595)
(189,0.04415201220072938)
(190,0.04410912694571585)
(191,0.04405442300847838)
(192,0.043977681115817575)
(193,0.0438773384597838)
(194,0.043837266995895185)
(195,0.04377404210168481)
(196,0.043703597260073244)
(197,0.04367394736786131)
(198,0.0436205523888053)
(199,0.04355365706395867)
(200,0.04352907311834284)
(201,0.04344721424982326)
(202,0.04343064584480149)
(203,0.04335833113333673)
(204,0.04341766774487716)
(205,0.043285604795054174)
(206,0.043251400693331624)
(207,0.04308018414349668)
(208,0.04303109207141342)
(209,0.04299287645038541)
(210,0.04293514751924214)
(211,0.042845253204544104)
(212,0.04276066447511591)
(213,0.04294699596211093)
(214,0.04281059603018307)
